# license: LicenseRef-Sakura-InHouse
reading	surface	left_id	right_id	word_cost	prediction_cost	flags	annotation
きかん	帰還	1841	1841	4852	6052	predict	出発した場所や任務の拠点へ戻ること。
きたく	帰宅	1841	1841	4316	5516	predict	自宅へ帰ること。
きせい	帰省	1841	1841	4843	6043	predict	故郷などの実家へ帰ること。
ききょう	帰郷	1841	1841	5754	6954	predict	故郷へ帰ること。
しゅうにん	就任	1841	1841	4237	5437	predict	新しい役職に就くこと。
しゅうしょく	就職	1841	1841	3840	5040	predict	職を得て、勤務先で働き始めること。
しゅうろう	就労	1841	1841	4419	5619	predict	仕事に就いて働くこと。
きんむ	勤務	1841	1841	3515	4715	predict	職場で決められた仕事をすること。
きんろう	勤労	1841	1841	5436	6636	predict	心身を使って仕事に励むこと。
ろうどう	労働	1841	1841	3509	4709	predict	生産や業務のために働くこと。
さぎょう	作業	1841	1841	3086	4286	predict	目的のために行う個々の仕事。
しょくむ	職務	1851	1851	4481	5681	predict	職業上、担当する仕事。
しょくせき	職責	1851	1851	6268	-		職務上負うべき責任。
ぎむ	義務	1851	1851	4143	5343	predict	立場や規則上、果たさなければならない務め。
ふたん	負担	1841	1841	3473	4673	predict	引き受けて重荷となる仕事・費用・責任。
ふか	負荷	1851	1851	4240	5440	predict	機械や人にかかる仕事量・重さ・負担。
ようりょう	容量	1851	1851	4074	5274	predict	容器や記憶領域などが受け入れられる量。
ようせき	容積	1851	1851	5541	6741	predict	容器などの内部に入る体積。
たいせき	体積	1851	1851	5343	6543	predict	物体が占める空間の大きさ。
めんせき	面積	1851	1851	4308	5508	predict	平面上の広さ。
くいき	区域	1851	1851	4476	5676	predict	区切られた地域や範囲。
ちいき	地域	1851	1851	3051	4251	predict	地理的・社会的にまとまりのある土地。
ちく	地区	1851	1851	3944	5144	predict	地域を区切った一つの範囲。
ちたい	地帯	1851	1851	4727	5927	predict	性質が共通する広がりを持つ地域。
しゅうへん	周辺	1851	1851	3692	4892	predict	ある場所や物の近くの範囲。
しゅうい	周囲	1851	1851	3894	5094	predict	ある物や場所を取り囲む外側の範囲。
さかいめ	境目	1851	1851	5354	6554	predict	二つのものが接する区切り。
ぶんきてん	分岐点	1841	1974	5926	7126	predict	道や処理が複数の方向に分かれる地点。
こうさてん	交差点	1851	1851	4553	5753	predict	道路などが交わる地点。
こうさ	交差	1841	1841	4783	5983	predict	二つ以上の線や道が互いに交わること。
こうさく	交錯	1841	1841	5240	6440	predict	複数の物事が入り交じること。
さくそう	錯綜	1841	1841	6068	-		多くの事情や関係が複雑に入り組むこと。
こんごう	混合	1841	1841	4449	5649	predict	複数の物を混ぜ合わせること。
こんどう	混同	1841	1841	5020	6220	predict	別のものを同じものと取り違えること。
きょっかい	曲解	1841	1841	6336	-		本来の意味をねじ曲げて解釈すること。
なっとく	納得	1841	1841	3828	5028	predict	説明を理解し、もっともだと受け入れること。
しょうち	承知	1841	1841	4674	5874	predict	内容を理解し、引き受けたり了解したりすること。
りょうしょう	了承	1841	1841	3364	4564	predict	相手の事情や申し出を理解して認めること。
にんてい	認定	1841	1841	3690	4890	predict	基準に照らして、ある資格や事実を認めること。
にんち	認知	1841	1841	3862	5062	predict	ある事実や存在を知り、認めること。
ちかく	知覚	1841	1841	5000	6200	predict	感覚器官を通じて外界の対象を捉えること。
かんかく	感覚	1851	1851	3691	4891	predict	刺激を受けて感じ取る働き。
かんしょく	感触	1841	1841	4687	5887	predict	手や身体で触れたときの感じ、または印象。
てごたえ	手応え	1851	1851	5263	6463	predict	働きかけに対する確かな反応や、うまくいく感覚。
はんのう	反応	1841	1841	3502	4702	predict	刺激や働きかけに応じて起こる変化や行動。
じゅんのう	順応	1841	1841	5512	6712	predict	環境や条件の変化に合わせて適応すること。
しゅうじゅく	習熟	1841	1841	5441	6641	predict	練習を重ね、技術や手順に慣れること。
じゅくれん	熟練	1841	1841	4698	5898	predict	経験を積み、技能が十分に高いこと。
じゅくたつ	熟達	1841	1841	6220	-		技術や知識に非常によく通じていること。
じょうたつ	上達	1841	1841	4641	5841	predict	技術や能力が以前よりよくなること。
しんぽ	進歩	1841	1841	4504	5704	predict	能力や状態がよりよい方向へ進むこと。
はってん	発展	1841	1841	3729	4929	predict	物事の規模や内容が広がり、盛んになること。
しんてん	進展	1841	1841	4595	5795	predict	物事が進み、状況が前へ動くこと。
しんこう	進行	1841	1841	3795	4995	predict	物事が順序に従って進むこと。
けいか	経過	1841	1841	3832	5032	predict	時間が過ぎること、または物事の進み具合。
すいい	推移	1841	1841	4397	5597	predict	状態や状況が移り変わること。
せんい	遷移	1841	1841	4899	6099	predict	状態や画面などが別の状態へ移ること。
いてん	移転	1841	1841	4190	5390	predict	拠点や権利などを別の場所・主体へ移すこと。
いどう	移動	1841	1841	3239	4439	predict	人や物の位置を別の場所へ動かすこと。
いせつ	移設	1841	1841	5173	6373	predict	設備などを別の場所へ移して設置し直すこと。
せっち	設置	1841	1841	3283	4483	predict	機器や設備などを所定の場所に取り付けること。
はいち	配置	1841	1841	3645	4845	predict	人や物を適切な場所に置くこと。
へいれつ	並列	1841	1841	5064	6264	predict	複数の処理やものを横並びにすること。
どうい	同意	1841	1841	3642	4842	predict	相手の意見や提案に賛成すること。
さんどう	賛同	1841	1841	4859	6059	predict	意見や主張に賛成し、支持すること。
しじ	支持	1841	1841	4009	5209	predict	意見や人を正しいとして支えること。
しえん	支援	1841	1841	3008	4208	predict	目的の達成を助けること。
えんじょ	援助	1841	1841	4535	5735	predict	困っている相手に力を貸すこと。
ほじょ	補助	1841	1841	3877	5077	predict	主となるものを助け、不足を補うこと。
ぞうほ	増補	1841	1841	5913	7113	predict	内容や資料を追加して補うこと。
かいはん	改版	1841	1841	6869	-		文書やソフトウェアなどの版を改めること。
こうかい	更改	1841	1841	5952	7152	predict	契約・設備などを新しいものに取り替えたり更新したりすること。
えんちょう	延長	1841	1841	4053	5253	predict	期間や距離を長くすること。
えんき	延期	1841	1841	4609	5809	predict	予定を後の時期へ延ばすこと。
ゆうよ	猶予	1841	1841	4953	6153	predict	実行や支払いを一定期間待ってもらうこと。
ほりゅう	保留	1841	1841	4871	6071	predict	すぐに決めたり実行したりせず、いったん止めておくこと。
りゅうほ	留保	1841	1841	5460	6660	predict	権利や判断などを残し、確定・放棄しないこと。
ほかん	保管	1841	1841	3647	4847	predict	物を安全な場所に置いて保存すること。
ほじ	保持	1841	1841	4120	5320	predict	状態や性質を保ち続けること。
いじ	維持	1841	1841	3499	4699	predict	状態や水準を変えずに保つこと。
ぞっこう	続行	1841	1841	4781	5981	predict	中断せず、そのまま続けて行うこと。
ぞくとう	続投	1841	1841	5568	6768	predict	同じ役職や担当を続けること。
けいとう	継投	1841	1841	6347	-		役割や担当を別の人へ引き継いで続けること。
しょうけい	承継	1841	1841	4618	5818	predict	権利・義務・地位などを引き継ぐこと。
そうぞく	相続	1841	1841	4037	5237	predict	死者の財産や権利義務を受け継ぐこと。
せんゆう	占有	1841	1841	5187	6387	predict	物を事実上支配し、自分の管理下に置くこと。
ほゆう	保有	1841	1841	3979	5179	predict	権利・資産・情報などを持っていること。
しょじ	所持	1841	1841	4414	5614	predict	物を手元に持っていること。
けいたい	携帯	1841	1841	4085	5285	predict	物を身につけたり持ち歩いたりすること。
じさん	持参	1841	1841	4323	5523	predict	必要な物を持って行くこと。
もちこみ	持込	1841	1841	5479	6679	predict	物を持って中へ入れること。
はんにゅう	搬入	1841	1841	4938	6138	predict	荷物や機器を運び入れること。
はんそう	搬送	1841	1841	4753	5953	predict	人や物を別の場所へ運ぶこと。
ゆそう	輸送	1841	1841	4131	5331	predict	人や物をある地点から別の地点へ運ぶこと。
うんそう	運送	1841	1841	4569	5769	predict	荷物を運ぶこと、またはその業務。
はいそう	配送	1841	1841	3822	5022	predict	商品や荷物を届け先へ配ること。
はいたつ	配達	1841	1841	4369	5569	predict	荷物や郵便物を相手のもとへ届けること。
はいふ	配布	1841	1841	3929	5129	predict	資料などを複数の人に配ること。
こうふ	交付	1841	1841	4097	5297	predict	書類や金品などを相手に正式に渡すこと。
きゅうふ	給付	1841	1841	4196	5396	predict	金銭やサービスなどを支給すること。
けっさい	決済	1841	1841	3847	5047	predict	代金の支払いなどを行い、取引を完了すること。
せいさん	清算	1841	1841	5039	6239	predict	費用や貸し借りを計算して決まりをつけること。
さんてい	算定	1841	1841	4497	5697	predict	条件や基準に基づいて金額や数量を計算すること。
けいさん	計算	1841	1841	3507	4707	predict	数を用いて結果を求めること。
けいすう	計数	1841	1841	5964	7164	predict	数を数えたり、数量を扱ったりすること。
ごうけい	合計	1841	1841	3886	5086	predict	複数の数値を加えた全体の値。
そうけい	総計	1841	1841	5960	7160	predict	全てを合算した総合的な計。
つうさん	通算	1841	1841	4752	5952	predict	複数の期間や回数を合わせて数えること。
がっさん	合算	1841	1841	5093	6293	predict	複数の数値を合計すること。
さしひき	差引	1841	1841	6723	-		一方から他方を引いて差を求めること。
うちけし	打消し	842	842	5626	6826	predict	述べられた内容や効果を取り消して否定すること。
てっかい	撤回	1841	1841	5129	6329	predict	一度示した発言・申請・決定などを取り下げること。
はいじょ	排除	1841	1841	4418	5618	predict	邪魔なものや対象を取り除き、入れないこと。
とくそく	特則	1851	1851	6685	-		一般的な規則とは別に定めた特別な規則。
ふそく	附則	1851	1851	5050	6250	predict	法令や規則の末尾に置き、施行日などを定める補足規定。
きそく	規則	1851	1851	4051	5251	predict	守るべききまりや、一定の手順。
きやく	規約	1841	1841	4168	5368	predict	団体やサービス内で守るべき約束や規定。
きてい	規定	1841	1841	3281	4481	predict	規則として定めること、または定められた条文。
じょうこう	条項	1851	1851	5046	6246	predict	契約や規則を構成する個々の項目。
じょうぶん	条文	1851	1851	5509	6709	predict	法令や規則を文章にした個々の規定。
ほんぶんしょ	本文書	2625	1851	3851	5051	predict	付属資料などに対する、本文の文書。
ほんたい	本体	1851	1851	3946	5146	predict	付属部分を除いた中心となる部分。
しゅし	趣旨	1851	1851	4821	6021	predict	その制度・発言・行為が目指す主な意味や目的。
しゅし	主旨	1851	1851	5774	6974	predict	文章や発言で中心となる意味や要旨。
ようし	要旨	1851	1851	5531	6731	predict	内容を短くまとめた主要な点。
ようてん	要点	1851	1851	4954	6154	predict	重要な部分や核心となる点。
ろんてん	論点	1851	1851	5167	6367	predict	議論や検討の中心となる問題点。
かんてん	観点	1851	1851	4223	5423	predict	物事を考えたり評価したりする立場や見方。
してん	視点	1851	1851	3828	5028	predict	物事を見る立場や着眼点。
しざ	視座	1851	1851	5847	7047	predict	物事を捉えるための高い立場や視野。
こんきょ	根拠	1851	1851	4407	5607	predict	判断や主張を支える理由や資料。
ろんきょ	論拠	1851	1851	6362	-		論理的な主張を支える根拠。
しょうこ	証拠	1851	1851	4231	5431	predict	事実や主張を裏付ける材料。
しょうさ	証左	1841	1841	6096	-		事実を明らかにする証拠や根拠。
かくちょう	拡張	1841	1841	4014	5214	predict	機能・範囲・規模などを広げること。
かくだい	拡大	1841	1841	3485	4685	predict	大きさや規模を大きくすること。
ぞうだい	増大	1841	1841	4748	5948	predict	数量や程度が大きくなること。
ぞうしん	増進	1841	1841	4870	6070	predict	能力や健康などを増し、よくすること。
じょうしょう	上昇	1841	1841	3666	4866	predict	数値や位置などが上がること。
こうとう	高騰	1841	1841	4605	5805	predict	物価や価格が急に高くなること。
きゅうとう	急騰	1841	1841	5602	6802	predict	価格などが短期間に急激に上がること。
ぼうとう	暴騰	1841	1841	6331	-		価格などが異常な勢いで急上昇すること。
げらく	下落	1841	1841	4757	5957	predict	価格や価値などが下がること。
げんしょう	減少	1841	1841	3805	5005	predict	数量や程度が少なくなること。
げんたい	減退	1841	1841	5695	6895	predict	勢い・能力・気力などが衰えること。
すいたい	衰退	1841	1841	4966	6166	predict	勢力や産業などが衰えていくこと。
すいじゃく	衰弱	1841	1841	5532	6732	predict	体力や機能が弱ること。
げきか	激化	1841	1841	5105	6305	predict	争いや競争などが激しくなること。
かねつ	過熱	1841	1841	5302	6502	predict	競争や議論、景気などが度を越して熱狂的になること。
